nan nan
-77.921425	34.000000
-77.921380	34.000067
nan nan
-77.904095	34.000000
-77.904072	34.000067
nan nan
-77.925780	34.000067
-77.925822	34.000000
nan nan
-77.941088	34.000000
-77.941035	34.000067
nan nan
-77.953942	34.000067
-77.953949	34.000000
nan nan
-77.941035	34.000067
-77.939568	34.001241
-77.939275	34.002121
-77.938688	34.003001
-77.938688	34.003881
-77.937808	34.004761
-77.937515	34.005641
-77.936928	34.006814
-77.936635	34.007694
-77.935461	34.008868
-77.935168	34.009161
-77.933994	34.009455
-77.932528	34.009161
-77.930767	34.007694
-77.928714	34.007108
-77.928421	34.006814
-77.928127	34.005641
-77.927834	34.005348
-77.927541	34.004174
-77.925194	34.001534
-77.924900	34.000654
-77.925780	34.000067
-77.925780	34.000067
nan nan
-76.999954	34.695317
-77.002007	34.694730
-77.002301	34.694144
-77.003181	34.694144
-77.004061	34.693557
-77.007288	34.693264
-77.009341	34.694437
-77.009928	34.694730
-77.009928	34.695904
-77.010808	34.697371
-77.010808	34.699131
-77.011395	34.699718
-77.011688	34.700011
-77.011688	34.700891
-77.013155	34.700598
-77.013448	34.696197
-77.014328	34.695317
-77.015208	34.695024
-77.015795	34.695024
-77.016675	34.694437
-77.016675	34.693850
-77.016675	34.691210
-77.016675	34.690037
-77.017262	34.689450
-77.017849	34.689157
-77.019022	34.689157
-77.024009	34.689157
-77.024596	34.688863
-77.026356	34.687397
-77.026943	34.687397
-77.028703	34.685636
-77.029289	34.684756
-77.029289	34.684170
-77.031343	34.682410
-77.037210	34.682703
-77.037797	34.682703
-77.038383	34.683583
-77.038383	34.684170
-77.039263	34.685343
-77.039263	34.686223
-77.040143	34.686810
-77.040143	34.688570
-77.041024	34.689450
-77.042197	34.690037
-77.043370	34.690037
-77.043957	34.689450
-77.043957	34.687983
-77.044837	34.687103
-77.045131	34.686223
-77.046891	34.685050
-77.049237	34.685050
-77.049531	34.685343
-77.050411	34.685930
-77.051584	34.686223
-77.052464	34.686223
-77.053344	34.686810
-77.055691	34.686810
-77.056278	34.687103
-77.056571	34.687397
-77.056865	34.687690
-77.057158	34.687397
-77.056865	34.686517
-77.056571	34.685636
-77.055691	34.684756
-77.055691	34.682703
-77.055985	34.682410
-77.056865	34.681530
-77.058331	34.681236
-77.059212	34.680649
-77.061852	34.680649
-77.063025	34.680063
-77.066545	34.680063
-77.069772	34.680063
-77.071532	34.680063
-77.072119	34.679769
-77.072999	34.679183
-77.073879	34.679183
-77.074466	34.678889
-77.074466	34.676836
-77.074759	34.675956
-77.075053	34.675956
-77.078866	34.675956
-77.079453	34.676249
-77.080040	34.676543
-77.080626	34.676836
-77.081213	34.676543
-77.082680	34.675076
-77.083267	34.675076
-77.084733	34.674196
-77.092947	34.674196
-77.097641	34.674196
-77.099694	34.674196
-77.100868	34.674196
-77.101748	34.675076
-77.104681	34.675076
-77.105268	34.675662
-77.106442	34.675956
-77.106735	34.676249
-77.108202	34.676836
-77.109082	34.677423
-77.110549	34.678009
-77.112309	34.679769
-77.112602	34.681236
-77.112015	34.682116
-77.109962	34.684170
-77.107322	34.684170
-77.106442	34.684170
-77.105855	34.683290
-77.104095	34.683290
-77.102921	34.682410
-77.102335	34.682410
-77.101161	34.681530
-77.098228	34.681530
-77.097348	34.682410
-77.096761	34.683583
-77.096761	34.683876
-77.095881	34.685343
-77.095587	34.686223
-77.094707	34.686517
-77.090600	34.686810
-77.090600	34.687690
-77.090014	34.688277
-77.090307	34.688863
-77.090014	34.689450
-77.089134	34.690037
-77.089134	34.690917
-77.092654	34.691210
-77.092947	34.691210
-77.093241	34.692970
-77.092947	34.693557
-77.091481	34.695024
-77.091774	34.696197
-77.091774	34.696491
-77.092361	34.696491
-77.093241	34.695904
-77.095001	34.695611
-77.095881	34.695024
-77.096174	34.695317
-77.096761	34.695904
-77.096761	34.703238
-77.096468	34.703531
-77.095881	34.704118
-77.094414	34.704411
-77.093534	34.705585
-77.093241	34.706758
-77.092654	34.707638
-77.092361	34.708518
-77.090307	34.710572
-77.089427	34.710865
-77.086787	34.710865
-77.085027	34.709398
-77.083560	34.708518
-77.082387	34.708225
-77.081506	34.708225
-77.077986	34.708518
-77.077399	34.709398
-77.077106	34.710278
-77.077399	34.710865
-77.081800	34.710865
-77.082387	34.710865
-77.082973	34.711158
-77.084440	34.712918
-77.085320	34.714679
-77.086493	34.715852
-77.086493	34.718492
-77.086787	34.719372
-77.087374	34.720252
-77.087667	34.722893
-77.087960	34.722893
-77.088254	34.722599
-77.088254	34.719959
-77.089134	34.718786
-77.089134	34.717319
-77.089134	34.716732
-77.089427	34.716439
-77.090307	34.715852
-77.090894	34.715559
-77.091774	34.714972
-77.092654	34.714972
-77.093534	34.715265
-77.094414	34.715852
-77.096761	34.715852
-77.097348	34.716145
-77.097641	34.716732
-77.098521	34.716732
-77.099108	34.717025
-77.100574	34.719079
-77.100868	34.719666
-77.100574	34.721426
-77.101455	34.723479
-77.102628	34.723773
-77.103508	34.724359
-77.105268	34.724359
-77.106148	34.724946
-77.107615	34.724946
-77.109082	34.726413
-77.109082	34.727293
-77.111135	34.730226
-77.111722	34.729933
-77.112309	34.730813
-77.112309	34.732867
-77.113189	34.734040
-77.113189	34.737854
-77.112895	34.738147
-77.112309	34.738440
-77.112309	34.738734
-77.112602	34.739320
-77.113189	34.739907
-77.114362	34.739907
-77.114655	34.740494
-77.115829	34.740787
-77.117296	34.742547
-77.117589	34.743134
-77.117589	34.743427
-77.116709	34.744307
-77.116709	34.745187
-77.114069	34.747534
-77.113775	34.748414
-77.114069	34.750174
-77.114362	34.750468
-77.115829	34.751055
-77.117002	34.751641
-77.117882	34.751641
-77.118469	34.751935
-77.119056	34.752521
-77.119643	34.752521
-77.120523	34.753108
-77.120816	34.753988
-77.121696	34.755455
-77.121696	34.756628
-77.122283	34.757508
-77.121989	34.758388
-77.122869	34.758975
-77.123456	34.759268
-77.124630	34.759268
-77.126096	34.760149
-77.126390	34.760149
-77.127270	34.760735
-77.128443	34.761029
-77.130203	34.762495
-77.130497	34.762495
-77.131963	34.761615
-77.133137	34.761322
-77.134897	34.758975
-77.135190	34.758095
-77.134897	34.756628
-77.134310	34.756628
-77.133430	34.756628
-77.131083	34.755455
-77.130203	34.754281
-77.130203	34.753988
-77.130203	34.753401
-77.130790	34.753108
-77.132550	34.753401
-77.133137	34.753108
-77.133430	34.752521
-77.136070	34.752521
-77.136657	34.752228
-77.136657	34.748708
-77.136364	34.748121
-77.135484	34.747241
-77.134017	34.745774
-77.134017	34.744894
-77.133137	34.743721
-77.132843	34.743134
-77.130203	34.740200
-77.129910	34.739614
-77.129910	34.737267
-77.130790	34.736680
-77.131083	34.734040
-77.131670	34.733160
-77.132257	34.731693
-77.132843	34.731106
-77.134604	34.730520
-77.134897	34.729933
-77.134017	34.729053
-77.132843	34.729053
-77.131670	34.727293
-77.130790	34.726706
-77.129910	34.726706
-77.128443	34.725826
-77.127563	34.725826
-77.126390	34.724946
-77.121696	34.724946
-77.120816	34.724653
-77.119936	34.724066
-77.118176	34.721719
-77.118176	34.720252
-77.117882	34.719959
-77.117296	34.719959
-77.116709	34.719079
-77.115536	34.719079
-77.114362	34.717612
-77.114069	34.717319
-77.114069	34.714092
-77.112309	34.712625
-77.112309	34.711452
-77.111722	34.710572
-77.111722	34.709398
-77.110842	34.708225
-77.111722	34.707051
-77.111722	34.706758
-77.112309	34.705585
-77.112602	34.703531
-77.112015	34.702064
-77.112309	34.701771
-77.113189	34.701478
-77.114069	34.699424
-77.114949	34.698251
-77.114949	34.697077
-77.115829	34.695317
-77.116122	34.693850
-77.116122	34.690917
-77.114949	34.689743
-77.114949	34.689450
-77.116416	34.687690
-77.117296	34.687397
-77.117882	34.687103
-77.118176	34.686810
-77.120229	34.686223
-77.121109	34.685636
-77.122283	34.685930
-77.122869	34.685930
-77.124336	34.685050
-77.124923	34.685050
-77.125803	34.685343
-77.126683	34.685930
-77.127270	34.685930
-77.127563	34.685636
-77.127856	34.685343
-77.127563	34.683583
-77.127856	34.682703
-77.128443	34.682703
-77.130790	34.682703
-77.131670	34.683290
-77.132257	34.682996
-77.133137	34.681236
-77.133724	34.680943
-77.135190	34.680649
-77.137830	34.682703
-77.138417	34.682703
-77.139004	34.682703
-77.139297	34.682410
-77.139004	34.679183
-77.138711	34.678596
-77.136657	34.676543
-77.136364	34.675662
-77.135777	34.675076
-77.135777	34.673609
-77.136364	34.672729
-77.136950	34.672436
-77.137244	34.672436
-77.138417	34.671849
-77.139884	34.671555
-77.141057	34.670969
-77.142231	34.670969
-77.142818	34.670675
-77.143404	34.669795
-77.143991	34.669795
-77.145751	34.670089
-77.147511	34.670969
-77.148391	34.671849
-77.150445	34.671849
-77.151031	34.672436
-77.151031	34.673902
-77.151325	34.674489
-77.151912	34.674489
-77.152498	34.675076
-77.153672	34.675369
-77.155432	34.676249
-77.160125	34.680943
-77.161299	34.681236
-77.161886	34.682116
-77.161592	34.683290
-77.160712	34.684170
-77.159832	34.684463
-77.158659	34.685343
-77.159245	34.685636
-77.160125	34.686223
-77.160712	34.686810
-77.161592	34.686810
-77.161592	34.685930
-77.162472	34.685343
-77.162766	34.685050
-77.165112	34.685343
-77.166873	34.686810
-77.167459	34.687690
-77.168633	34.687690
-77.168926	34.688570
-77.170099	34.688570
-77.171860	34.690037
-77.174793	34.691210
-77.175087	34.692677
-77.176847	34.695317
-77.176847	34.695904
-77.177727	34.697664
-77.178900	34.697957
-77.179487	34.699131
-77.180660	34.699424
-77.184180	34.699424
-77.185061	34.700304
-77.188287	34.699718
-77.187701	34.699424
-77.186234	34.698837
-77.184180	34.697077
-77.181540	34.696784
